Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)	% GC content	Gene type
ENSG00000226707	6	49823712	49824782	36.13	lincRNA
ENSG00000224328	6	30703067	30713184	50.88	antisense
ENSG00000279022	6	80440730	80441172	40.86	TEC
ENSG00000245261	6	43213801	43223860	52.54	antisense
ENSG00000233967	6	80443344	80465927	37.80	lincRNA
ENSG00000231811	6	4345743	4347037	46.95	lincRNA
ENSG00000204564	6	30647039	30653210	52.14	protein_coding
ENSG00000229315	6	99993944	100076413	36.86	antisense
ENSG00000217067	6	62547427	62548272	44.80	unprocessed_pseudogene
ENSG00000213131	6	127355756	127356789	46.71	processed_pseudogene
ENSG00000228692	6	163586583	163588165	45.93	lincRNA
ENSG00000235538	6	163703904	163759841	47.43	lincRNA
ENSG00000260422	6	164084023	164085661	49.18	lincRNA
ENSG00000280443	6	21822536	21822737	36.14	TEC
ENSG00000137393	6	18387350	18468874	39.19	protein_coding
ENSG00000276302	6	28267121	28281580	41.04	protein_coding
ENSG00000226149	6	129526626	129552587	38.23	lincRNA
ENSG00000228718	6	2636936	2640001	54.40	lincRNA
ENSG00000224374	6	135259996	135260933	46.06	antisense
ENSG00000164691	6	159034468	159045152	42.41	protein_coding
ENSG00000007866	6	35473597	35497076	56.75	protein_coding
ENSG00000111911	6	125956781	125980244	38.08	protein_coding
ENSG00000124795	6	18223868	18264823	39.43	protein_coding
ENSG00000230627	6	164108620	164109694	50.51	lincRNA
ENSG00000235051	6	10881780	10884349	54.82	antisense
ENSG00000172426	6	43645046	43672599	50.65	protein_coding
ENSG00000181524	6	42956345	42956765	48.69	processed_pseudogene
ENSG00000137337	6	30699807	30717889	48.84	protein_coding
ENSG00000272465	6	2437549	2438249	37.52	lincRNA
ENSG00000156711	6	36127809	36144524	53.28	protein_coding
ENSG00000218870	6	70663502	70664279	51.16	processed_pseudogene
ENSG00000013375	6	83161150	83193936	38.66	protein_coding
ENSG00000269387	6	41764292	41764460	51.48	lincRNA
ENSG00000213177	6	100136064	100136663	56.00	processed_pseudogene
ENSG00000146250	6	83512538	83525704	39.66	protein_coding
ENSG00000216316	6	119269133	119269714	52.92	processed_pseudogene
ENSG00000270504	6	3751111	3753871	62.22	antisense
ENSG00000219273	6	38762905	38764694	39.61	processed_pseudogene
ENSG00000112414	6	142301854	142446266	35.70	protein_coding
ENSG00000270419	6	163413065	163413960	60.94	lincRNA
ENSG00000225093	6	108004357	108005568	53.71	processed_pseudogene
ENSG00000237154	6	27407697	27407996	39.67	processed_pseudogene
ENSG00000234206	6	107509803	107511721	39.13	antisense
ENSG00000224995	6	81813286	81814157	36.81	lincRNA
ENSG00000152034	6	99919910	99994247	37.97	protein_coding
ENSG00000183137	6	109095110	109163932	36.59	protein_coding
ENSG00000230313	6	33144783	33147767	42.75	antisense
ENSG00000146151	6	55434369	55579214	34.37	protein_coding
ENSG00000226249	6	147741434	147743324	37.39	lincRNA
ENSG00000204644	6	29672392	29681110	48.32	protein_coding
ENSG00000213108	6	137543897	137544372	39.92	processed_pseudogene
ENSG00000231628	6	105279016	105281755	40.47	antisense
ENSG00000219559	6	110562175	110562615	51.25	processed_pseudogene
ENSG00000060303	6	50857255	50857662	47.79	processed_pseudogene
ENSG00000124785	6	5997999	6007605	52.74	protein_coding
ENSG00000164484	6	130365734	130443063	38.16	protein_coding
ENSG00000173626	6	116494989	116545610	37.78	protein_coding
ENSG00000130023	6	169751622	169781584	43.29	protein_coding
ENSG00000219700	6	109288571	109290503	51.27	processed_pseudogene
ENSG00000112335	6	108211222	108261260	41.16	protein_coding
ENSG00000273640	6	170651012	170651338	47.71	processed_pseudogene
ENSG00000226558	6	43364220	43364294	53.33	processed_pseudogene
ENSG00000014123	6	96521595	96555276	33.38	protein_coding
ENSG00000272217	6	33246075	33246856	42.07	lincRNA
ENSG00000219249	6	158725747	158726803	43.33	processed_pseudogene
ENSG00000218986	6	39353747	39354172	56.57	processed_pseudogene
ENSG00000228283	6	146802359	146803824	37.18	transcribed_processed_pseudogene
ENSG00000271897	6	11607552	11607981	49.53	lincRNA
ENSG00000234763	6	8341937	8343021	32.63	lincRNA
ENSG00000271042	6	99082449	99082761	38.98	processed_pseudogene
ENSG00000236013	6	140067435	140093721	35.92	lincRNA
ENSG00000189298	6	28349914	28369177	45.03	protein_coding
ENSG00000179165	6	36390551	36442889	42.81	protein_coding
ENSG00000065615	6	83859643	83967424	37.46	protein_coding
ENSG00000200732	6	119327281	119327385	41.90	snRNA
ENSG00000251988	6	159720415	159720540	47.62	snRNA
ENSG00000065029	6	35258909	35295985	48.23	protein_coding
ENSG00000271899	6	156779678	156779731	85.19	miRNA
ENSG00000263712	6	16141556	16141624	46.38	miRNA
ENSG00000276404	6	34240673	34240736	46.88	miRNA
ENSG00000199938	6	38565950	38566055	38.68	misc_RNA
ENSG00000252498	6	75644084	75644177	36.17	snRNA
ENSG00000264814	6	154853360	154853436	49.35	miRNA
ENSG00000255899	6	31224342	31225058	48.26	unprocessed_pseudogene
ENSG00000232699	6	99174744	99175479	45.38	processed_pseudogene
ENSG00000199332	6	31402152	31402250	40.40	misc_RNA
ENSG00000277411	6	15522195	15522300	62.26	rRNA
ENSG00000168394	6	32845209	32853978	50.46	protein_coding
ENSG00000233496	6	158001107	158002383	52.39	sense_intronic
ENSG00000272549	6	167666840	167679270	52.18	lincRNA
ENSG00000236740	6	53930022	53997667	38.87	lincRNA
ENSG00000221583	6	10222036	10222161	42.86	snRNA
ENSG00000213722	6	31727038	31730617	59.86	protein_coding
ENSG00000252487	6	151298841	151298933	41.94	misc_RNA
ENSG00000220291	6	85155667	85167749	38.42	unprocessed_pseudogene
ENSG00000199630	6	89841329	89841424	40.62	misc_RNA
ENSG00000112079	6	36493892	36547470	41.52	protein_coding
ENSG00000112297	6	106360808	106571978	40.13	protein_coding
ENSG00000270935	6	27268113	27269229	46.73	processed_pseudogene
ENSG00000214428	6	104025540	104026763	40.69	processed_pseudogene
ENSG00000071242	6	166409364	166906451	46.48	protein_coding
ENSG00000252218	6	43544144	43544270	38.58	scaRNA
ENSG00000266128	6	163840561	163840852	53.77	misc_RNA
ENSG00000223912	6	132271982	132273332	46.34	processed_pseudogene
ENSG00000236673	6	131901963	131920565	42.82	lincRNA
ENSG00000274259	6	33437363	33454453	54.02	antisense
ENSG00000219891	6	28091154	28093664	43.49	transcribed_unprocessed_pseudogene
ENSG00000232234	6	8329655	8342455	39.05	lincRNA
ENSG00000219253	6	77496119	77496671	38.34	processed_pseudogene
ENSG00000177688	6	149400227	149401292	39.87	protein_coding
ENSG00000252125	6	107133071	107133170	38.00	snRNA
ENSG00000214643	6	49946101	49949444	33.13	protein_coding
ENSG00000263426	6	28977475	28977773	71.24	misc_RNA
ENSG00000212017	6	57390132	57390212	33.33	miRNA
ENSG00000220721	6	28073316	28074233	45.97	unprocessed_pseudogene
ENSG00000200091	6	75654970	75655299	49.09	misc_RNA
ENSG00000224707	6	20437821	20440178	39.27	sense_intronic
ENSG00000219257	6	100050372	100051236	40.58	processed_pseudogene
ENSG00000265226	6	99124609	99124696	28.41	miRNA
ENSG00000265558	6	158764661	158764753	62.37	miRNA
ENSG00000231426	6	139854850	139860151	33.04	lincRNA
ENSG00000216913	6	50897615	50898225	47.46	processed_pseudogene
ENSG00000216835	6	48213604	48214794	45.84	processed_pseudogene
ENSG00000272320	6	3311662	3313650	46.15	antisense
ENSG00000271234	6	170297876	170298375	38.00	lincRNA
ENSG00000218574	6	5609227	5610195	46.85	processed_pseudogene
ENSG00000237851	6	142788123	142794086	35.53	lincRNA
ENSG00000281832	6	165987551	165989615	60.77	lincRNA
ENSG00000224944	6	91629915	91690428	36.24	lincRNA
ENSG00000120279	6	152697895	152724567	35.55	protein_coding
ENSG00000118508	6	146543693	146554965	39.47	protein_coding
ENSG00000057663	6	106045423	106325820	39.62	protein_coding
ENSG00000230204	6	50912712	50913256	46.24	processed_pseudogene
ENSG00000124574	6	43427366	43450430	52.94	protein_coding
ENSG00000213133	6	126257921	126258355	61.38	processed_pseudogene
ENSG00000112584	6	170290703	170407065	44.49	protein_coding
ENSG00000204704	6	29044213	29045240	41.15	protein_coding
ENSG00000217648	6	143342246	143343383	45.61	processed_pseudogene
ENSG00000220563	6	85659892	85660606	49.23	processed_pseudogene
ENSG00000137404	6	30688047	30691420	55.10	protein_coding
ENSG00000230622	6	31611083	31611356	48.18	processed_pseudogene
ENSG00000124678	6	35118071	35148610	43.16	protein_coding
ENSG00000124782	6	7107597	7251980	45.65	protein_coding
ENSG00000271978	6	5031756	5054423	44.53	lincRNA
ENSG00000111845	6	10694695	10709782	40.83	protein_coding
ENSG00000261745	6	53125644	53126146	35.39	sense_overlapping
ENSG00000130368	6	159906690	159916530	44.80	protein_coding
ENSG00000214563	6	57967687	57968661	47.38	processed_pseudogene
ENSG00000112242	6	20401906	20493715	42.72	protein_coding
ENSG00000247925	6	11173452	11259099	43.29	antisense
ENSG00000230913	6	41666906	41667649	41.53	processed_pseudogene
ENSG00000224372	6	30351416	30351550	55.56	unprocessed_pseudogene
ENSG00000118689	6	108559835	108684774	41.71	protein_coding
ENSG00000124615	6	39899578	39934551	50.32	protein_coding
ENSG00000204789	6	27357825	27360221	37.59	processed_pseudogene
ENSG00000225775	6	9124221	9161777	38.22	lincRNA
ENSG00000231852	6	32038265	32041670	61.86	protein_coding
ENSG00000216621	6	149934527	149936782	47.83	transcribed_processed_pseudogene
ENSG00000275716	6	100093311	100093768	54.37	processed_pseudogene
ENSG00000283453	6	60281444	60544955	37.25	unprocessed_pseudogene
ENSG00000164530	6	36948263	36964837	51.13	protein_coding
ENSG00000230852	6	84023055	84024553	45.10	lincRNA
ENSG00000217733	6	149879962	149881572	49.53	processed_pseudogene
ENSG00000220030	6	61240898	61241311	36.23	processed_pseudogene
ENSG00000278744	6	134009033	134009218	47.31	processed_pseudogene
ENSG00000270306	6	51385282	51385849	32.04	processed_pseudogene
ENSG00000233452	6	146841901	147204614	38.25	antisense
ENSG00000130340	6	157700387	157945077	42.45	protein_coding
ENSG00000153046	6	4706159	4955551	42.04	protein_coding
ENSG00000236627	6	165754189	165775780	40.33	antisense
ENSG00000112319	6	133240598	133532120	36.95	protein_coding
ENSG00000112144	6	53001279	53061802	40.86	protein_coding
ENSG00000231461	6	33091753	33097295	47.86	unprocessed_pseudogene
ENSG00000124571	6	43522330	43576075	43.80	protein_coding
ENSG00000146047	6	25726909	25727292	48.18	protein_coding
ENSG00000112715	6	43770184	43786487	56.40	protein_coding
ENSG00000219284	6	127632958	127635321	31.64	unprocessed_pseudogene
ENSG00000217130	6	34744176	34744673	52.01	processed_pseudogene
ENSG00000204472	6	31615184	31617021	53.97	protein_coding
ENSG00000219532	6	131819803	131820091	43.94	processed_pseudogene
ENSG00000145996	6	20534457	21232404	38.04	protein_coding
ENSG00000235050	6	53978549	54079726	36.83	antisense
ENSG00000228666	6	28969130	28970460	58.15	processed_pseudogene
ENSG00000236996	6	53998890	54007152	39.67	sense_intronic
ENSG00000236075	6	40501631	40502393	49.67	sense_intronic
ENSG00000231441	6	56844002	56864078	40.81	antisense
ENSG00000249141	6	166858094	166956124	45.36	protein_coding
ENSG00000237021	6	116254207	116256743	34.41	lincRNA
ENSG00000112308	6	24704861	24720836	40.31	protein_coding
ENSG00000283215	6	43844878	43852317	49.53	lincRNA
ENSG00000223469	6	43851757	43852333	57.89	lincRNA
ENSG00000233835	6	79871873	79874610	36.23	lincRNA
ENSG00000231881	6	44073913	44077952	59.21	lincRNA
ENSG00000249379	6	53503185	53506919	40.94	antisense
ENSG00000112699	6	1623806	2245692	40.78	protein_coding
ENSG00000112234	6	98868538	98948006	36.71	protein_coding
ENSG00000118420	6	82892398	83065841	38.49	protein_coding
ENSG00000233085	6	169286534	169289216	49.24	lincRNA
ENSG00000226194	6	169369998	169388385	47.66	lincRNA
ENSG00000120256	6	149818798	149864026	43.94	protein_coding
ENSG00000236512	6	7620422	7620878	54.49	processed_pseudogene
ENSG00000135299	6	89433170	89633834	43.03	protein_coding
ENSG00000178762	6	25731782	25732091	52.58	processed_pseudogene
ENSG00000271361	6	3023142	3023772	49.76	processed_pseudogene
ENSG00000225177	6	138692548	138697288	53.15	antisense
ENSG00000255152	6	31740020	31764851	48.78	protein_coding
ENSG00000266579	6	57493855	57497691	34.79	lincRNA
ENSG00000215022	6	13264861	13295586	46.94	antisense
ENSG00000146399	6	132644984	132646003	37.75	protein_coding
ENSG00000135540	6	138422043	138692571	40.97	protein_coding
ENSG00000056972	6	111556454	111606278	44.45	protein_coding
ENSG00000024862	6	138773509	138793319	39.18	protein_coding
ENSG00000227089	6	21354411	21355296	40.63	lincRNA
ENSG00000218896	6	143436216	143436710	52.53	processed_pseudogene
ENSG00000233138	6	142748443	142753759	39.10	antisense
ENSG00000146477	6	160348268	160452581	41.69	protein_coding
ENSG00000219553	6	149491567	149492289	41.49	processed_pseudogene
ENSG00000137414	6	17600355	17611719	40.23	protein_coding
ENSG00000064995	6	34877778	34888089	41.49	protein_coding
ENSG00000184786	6	169740114	169751587	38.54	protein_coding
ENSG00000204351	6	31959080	31969755	54.18	protein_coding
ENSG00000231120	6	149977922	149978416	43.03	processed_pseudogene
ENSG00000204315	6	32128707	32130291	54.57	protein_coding
ENSG00000220505	6	98179499	98179832	50.60	processed_pseudogene
ENSG00000219404	6	22213306	22214237	48.61	processed_pseudogene
ENSG00000275419	6	154542552	154542740	37.57	processed_pseudogene
ENSG00000146267	6	99271169	99350062	41.71	protein_coding
ENSG00000112062	6	36027677	36111236	39.88	protein_coding
ENSG00000228727	6	31762799	31764851	53.77	protein_coding
ENSG00000272374	6	35220370	35224630	47.92	lincRNA
ENSG00000216436	6	25732497	25732827	61.33	processed_pseudogene
ENSG00000112759	6	44219505	44234151	56.86	protein_coding
ENSG00000118526	6	133889138	133895553	47.57	protein_coding
ENSG00000235815	6	168716606	168723495	47.62	lincRNA
ENSG00000251920	6	125979812	125979934	43.09	rRNA
ENSG00000232131	6	125797856	125818858	39.12	antisense
ENSG00000274594	6	138464099	138464383	63.51	processed_pseudogene
ENSG00000276620	6	107192300	107192573	47.45	processed_pseudogene
ENSG00000271218	6	53918974	53920788	40.61	antisense
ENSG00000231162	6	28446973	28447807	50.30	processed_pseudogene
ENSG00000233366	6	28888832	28889906	38.60	processed_pseudogene
ENSG00000278206	6	143484979	143507327	37.60	processed_transcript
ENSG00000235740	6	143554325	143562031	42.61	antisense
ENSG00000279546	6	32006168	32007104	59.45	protein_coding
ENSG00000252046	6	20993474	20993568	44.21	snRNA
ENSG00000212295	6	156378750	156378824	33.33	snoRNA
ENSG00000146243	6	78867472	78946440	37.25	protein_coding
ENSG00000226976	6	37044860	37045189	58.48	processed_pseudogene
ENSG00000279790	6	73971346	73973115	52.71	TEC
ENSG00000217268	6	74004520	74004812	40.61	processed_pseudogene
ENSG00000271730	6	108998482	108999125	33.54	antisense
ENSG00000266245	6	170330761	170330844	59.52	miRNA
ENSG00000219747	6	151099529	151099933	51.11	processed_pseudogene
ENSG00000265236	6	31541101	31541178	47.44	snoRNA
ENSG00000200427	6	85777639	85777755	40.17	misc_RNA
ENSG00000212802	6	12514110	12514724	53.82	processed_pseudogene
ENSG00000277172	6	60719222	60720196	48.10	processed_pseudogene
ENSG00000228364	6	29076573	29077168	41.44	processed_pseudogene
ENSG00000278571	6	158609707	158609790	52.38	miRNA
ENSG00000224506	6	125674353	125720218	38.76	lincRNA
ENSG00000203908	6	73362677	73364171	58.60	protein_coding
ENSG00000230711	6	168286905	168289350	43.87	processed_pseudogene
ENSG00000230269	6	3182744	3195756	45.16	lincRNA
ENSG00000239650	6	57919784	57930291	50.38	transcribed_unprocessed_pseudogene
ENSG00000199851	6	28015568	28015777	45.71	snoRNA
ENSG00000253010	6	53415294	53415607	42.68	misc_RNA
ENSG00000266896	6	169770413	169772042	40.92	sense_intronic
ENSG00000219375	6	7331286	7331676	47.31	processed_pseudogene
ENSG00000238221	6	7276031	7298872	40.85	antisense
ENSG00000213087	6	151225550	151225947	46.98	processed_pseudogene
ENSG00000276290	6	60873360	60874642	44.27	processed_pseudogene
ENSG00000218187	6	127654860	127655278	37.95	processed_pseudogene
ENSG00000124564	6	25833066	25882286	38.42	protein_coding
ENSG00000238963	6	154905076	154905206	32.82	snoRNA
ENSG00000055211	6	149566294	149591748	42.05	protein_coding
ENSG00000227516	6	41868622	41869731	42.79	lincRNA
ENSG00000214736	6	41787662	41789898	50.87	protein_coding
ENSG00000242524	6	29268462	29269421	42.92	unprocessed_pseudogene
ENSG00000188056	6	41228324	41238882	42.71	protein_coding
ENSG00000219814	6	170745518	170745977	50.22	processed_pseudogene
ENSG00000216475	6	144257034	144257624	38.58	processed_pseudogene
ENSG00000271793	6	85557978	85615234	38.30	protein_coding
ENSG00000207392	6	159780250	159780381	40.15	snoRNA
ENSG00000230202	6	117998975	117999448	55.27	processed_pseudogene
ENSG00000229068	6	30466452	30467994	48.22	processed_pseudogene
ENSG00000164485	6	137143820	137173648	41.63	protein_coding
ENSG00000224936	6	30468882	30470251	41.31	processed_pseudogene
ENSG00000231760	6	149796151	149826294	40.93	antisense
ENSG00000203722	6	149916878	149923121	54.05	protein_coding
ENSG00000233682	6	159165899	159170007	55.37	antisense
ENSG00000236603	6	30485940	30486590	46.70	processed_pseudogene
ENSG00000283352	6	57919912	57961382	46.05	lincRNA
ENSG00000219806	6	139614438	139615204	43.94	processed_pseudogene
ENSG00000085511	6	160991727	161117385	38.79	protein_coding
ENSG00000112333	6	108166058	108188809	47.81	protein_coding
ENSG00000169976	6	144094881	144095573	56.57	protein_coding
ENSG00000216901	6	28176188	28176674	39.63	unprocessed_pseudogene
ENSG00000199290	6	29750371	29750472	41.18	misc_RNA
ENSG00000215190	6	57946074	57961501	45.68	transcribed_unprocessed_pseudogene
ENSG00000230309	6	78604467	78606036	32.55	lincRNA
ENSG00000224157	6	28896530	28897322	51.58	antisense
ENSG00000164488	6	168292830	168319754	51.14	protein_coding
ENSG00000260212	6	127659424	127660338	43.06	unprocessed_pseudogene
ENSG00000201785	6	31536374	31536449	44.74	snoRNA
ENSG00000276824	6	33899135	33899200	50.00	miRNA
ENSG00000219867	6	91815843	91816428	51.02	processed_pseudogene
ENSG00000196586	6	75749192	75919537	37.66	protein_coding
ENSG00000222895	6	31083010	31083109	41.00	snRNA
ENSG00000212336	6	81622200	81622319	45.83	rRNA
ENSG00000152818	6	144285701	144853034	38.00	protein_coding
ENSG00000074706	6	154154496	154356792	40.14	protein_coding
ENSG00000227057	6	33279108	33289527	51.88	protein_coding
ENSG00000203760	6	126340174	126348875	35.46	protein_coding
ENSG00000252615	6	151378000	151378099	41.00	misc_RNA
ENSG00000220548	6	126602356	126603649	47.68	processed_pseudogene
ENSG00000275953	6	126627484	126628570	40.48	processed_pseudogene
ENSG00000264017	6	89090946	89091242	54.88	misc_RNA
ENSG00000203734	6	138795926	138904070	41.45	protein_coding
ENSG00000244297	6	38744086	38744386	48.84	misc_RNA
ENSG00000214642	6	49968677	49969625	31.82	protein_coding
ENSG00000231971	6	134428240	134520585	39.60	lincRNA
ENSG00000243236	6	52939726	52957521	41.07	transcribed_unprocessed_pseudogene
ENSG00000207775	6	18571784	18571880	36.08	miRNA
ENSG00000266617	6	157529132	157529200	50.72	miRNA
ENSG00000200040	6	75928513	75928625	38.94	misc_RNA
ENSG00000272514	6	87407983	87464465	37.91	protein_coding
ENSG00000204424	6	31706885	31710595	53.27	protein_coding
ENSG00000232290	6	151054897	151056057	43.67	antisense
ENSG00000112679	6	291630	351355	47.53	protein_coding
ENSG00000096080	6	43671303	43687791	49.03	protein_coding
ENSG00000271227	6	52688661	52688998	35.21	processed_pseudogene
ENSG00000231143	6	94163920	94194658	36.33	lincRNA
ENSG00000278343	6	958324	962272	39.91	lincRNA
ENSG00000270484	6	94442030	94443809	37.36	processed_pseudogene
ENSG00000204410	6	31739948	31762834	48.41	protein_coding
ENSG00000146221	6	44278743	44297688	50.79	protein_coding
ENSG00000281450	6	36673621	36675126	49.87	lincRNA
ENSG00000230994	6	31377419	31378019	57.90	processed_pseudogene
ENSG00000268745	6	41791410	41791477	26.47	antisense
ENSG00000120254	6	150865549	151101887	43.51	protein_coding
ENSG00000204568	6	30617709	30626395	46.36	protein_coding
ENSG00000231102	6	41720396	41734032	53.13	antisense
ENSG00000204390	6	31809619	31815065	48.71	protein_coding
ENSG00000227507	6	31580525	31582522	61.61	protein_coding
ENSG00000271857	6	45421079	45422005	49.95	antisense
ENSG00000217275	6	26202156	26202654	51.90	processed_pseudogene
ENSG00000008018	6	170535117	170553341	39.81	protein_coding
ENSG00000231720	6	167237508	167240480	52.47	lincRNA
ENSG00000213461	6	41308166	41308565	50.75	processed_pseudogene
ENSG00000234515	6	32879171	32879848	45.43	transcribed_processed_pseudogene
ENSG00000112186	6	17393216	17557792	42.32	protein_coding
ENSG00000278224	6	41783474	41787129	57.22	protein_coding
ENSG00000124541	6	43021645	43034156	48.91	protein_coding
ENSG00000230372	6	25061625	25063507	42.59	lincRNA
ENSG00000226193	6	152402398	152404966	40.13	antisense
ENSG00000171462	6	43450352	43456632	57.38	protein_coding
ENSG00000146039	6	25754699	25781191	39.49	protein_coding
ENSG00000231113	6	42940364	42948360	48.07	antisense
ENSG00000213760	6	31544462	31548427	49.67	protein_coding
ENSG00000135333	6	93240020	93419547	33.25	protein_coding
ENSG00000234006	6	31542304	31543138	55.21	antisense
ENSG00000111877	6	118813442	118935162	39.07	protein_coding
ENSG00000112742	6	80003887	80042527	34.98	protein_coding
ENSG00000119899	6	73593379	73654155	42.24	protein_coding
ENSG00000197498	6	110982015	111028263	42.58	protein_coding
ENSG00000235301	6	32896416	32896490	53.33	unprocessed_pseudogene
ENSG00000205695	6	139659928	139661513	44.33	processed_pseudogene
ENSG00000233044	6	157107727	157119706	40.68	antisense
ENSG00000218596	6	156976294	156977072	47.63	processed_pseudogene
ENSG00000233511	6	108252214	108252400	48.66	processed_pseudogene
ENSG00000164663	6	41789896	41895361	41.51	protein_coding
ENSG00000196748	6	35776594	35779552	56.00	protein_coding
ENSG00000145979	6	13266542	13328583	44.56	protein_coding
ENSG00000224417	6	168298069	168302114	48.20	sense_intronic
ENSG00000229142	6	29827385	29828364	65.31	unprocessed_pseudogene
ENSG00000224312	6	29994437	29995314	57.29	unprocessed_pseudogene
ENSG00000225463	6	33215705	33216328	59.46	processed_pseudogene
ENSG00000224582	6	29529420	29533665	57.54	antisense
ENSG00000131013	6	149504733	149546038	38.44	protein_coding
ENSG00000229281	6	29537704	29538787	52.68	unprocessed_pseudogene
ENSG00000146281	6	89146050	89165565	39.61	protein_coding
ENSG00000280451	6	93811825	93813036	31.19	TEC
ENSG00000225148	6	139856104	139877391	38.20	lincRNA
ENSG00000155115	6	110958560	110967890	45.43	protein_coding
ENSG00000206344	6	31197760	31203968	49.73	protein_coding
ENSG00000260188	6	110477907	110479436	43.99	antisense
ENSG00000271821	6	31200165	31201918	48.12	lincRNA
ENSG00000219163	6	53235621	53236297	44.76	processed_pseudogene
ENSG00000272501	6	31195200	31198037	56.17	antisense
ENSG00000218029	6	79354443	79354713	51.29	processed_pseudogene
ENSG00000231533	6	79420297	79421305	40.34	lincRNA
ENSG00000218748	6	79436908	79437167	45.77	processed_pseudogene
ENSG00000271727	6	711533	750729	41.24	lincRNA
ENSG00000230533	6	137673378	137763984	41.03	lincRNA
ENSG00000270987	6	100889603	100890338	55.30	processed_pseudogene
ENSG00000219776	6	131469059	131469536	43.93	processed_pseudogene
ENSG00000234956	6	137730170	137738983	40.02	lincRNA
ENSG00000096654	6	27450743	27473118	38.79	protein_coding
ENSG00000218521	6	38002832	38003313	40.46	processed_pseudogene
ENSG00000156639	6	37819499	38154624	39.23	protein_coding
ENSG00000217557	6	162957258	162957548	45.36	processed_pseudogene
ENSG00000230795	6	29926459	29929232	59.12	unprocessed_pseudogene
ENSG00000261272	6	31010474	31035402	46.73	protein_coding
ENSG00000180596	6	26114873	26123926	37.87	protein_coding
ENSG00000180573	6	26124145	26139116	41.82	protein_coding
ENSG00000230433	6	524171	525581	36.57	antisense
ENSG00000236822	6	142088233	142089219	57.04	antisense
ENSG00000270983	6	142062717	142063053	43.03	processed_pseudogene
ENSG00000204700	6	29173303	29174574	41.75	protein_coding
ENSG00000204560	6	30653119	30673037	49.99	protein_coding
ENSG00000096401	6	44387525	44450426	38.50	protein_coding
ENSG00000112232	6	61679960	62286227	34.84	protein_coding
ENSG00000229596	6	33338978	33339495	43.82	processed_pseudogene
ENSG00000228285	6	33365548	33366243	58.33	processed_pseudogene
ENSG00000172461	6	96015984	96215612	35.22	protein_coding
ENSG00000146282	6	87514378	87590003	38.27	protein_coding
ENSG00000236173	6	169809318	169810102	49.43	lincRNA
ENSG00000232197	6	170162517	170163027	58.32	antisense
ENSG00000235781	6	30516266	30519217	50.58	antisense
ENSG00000219666	6	129783769	129784045	39.71	processed_pseudogene
ENSG00000271754	6	43519180	43519724	43.67	antisense
ENSG00000226314	6	28161781	28169594	42.26	transcribed_unprocessed_pseudogene
ENSG00000204231	6	33193588	33200688	53.95	protein_coding
ENSG00000187837	6	26055787	26056428	57.48	protein_coding
ENSG00000272223	6	43033897	43034405	43.03	antisense
ENSG00000271820	6	170266669	170276762	56.45	lincRNA
ENSG00000025796	6	107867756	107958189	39.82	protein_coding
ENSG00000220733	6	153668177	153668362	40.32	processed_pseudogene
ENSG00000146085	6	49430360	49463191	34.40	protein_coding
ENSG00000220773	6	54624605	54625488	49.89	processed_pseudogene
ENSG00000216629	6	27977150	27978075	46.98	unprocessed_pseudogene
ENSG00000112462	6	29373423	29375291	38.15	protein_coding
ENSG00000206717	6	34821445	34821542	44.90	misc_RNA
ENSG00000224843	6	26956992	27023924	35.76	lincRNA
ENSG00000225683	6	163165414	163192002	43.89	antisense
ENSG00000204614	6	30136108	30148735	42.68	protein_coding
ENSG00000218582	6	79953005	79954011	53.03	processed_pseudogene
ENSG00000223677	6	29026680	29027607	40.41	unprocessed_pseudogene
ENSG00000131015	6	149942000	149949235	52.92	protein_coding
ENSG00000239626	6	73290403	73291262	44.42	processed_pseudogene
ENSG00000251360	6	73209083	73210080	53.21	transcribed_unprocessed_pseudogene
ENSG00000204623	6	30001011	30061640	41.59	transcribed_unitary_pseudogene
ENSG00000071994	6	170575295	170584692	41.64	protein_coding
ENSG00000229720	6	169034197	169035642	51.31	lincRNA
ENSG00000234519	6	169067818	169069424	38.39	lincRNA
ENSG00000228170	6	3138394	3153062	48.47	antisense
ENSG00000271608	6	108551018	108551207	42.63	processed_pseudogene
ENSG00000253026	6	53153795	53153898	40.38	snRNA
ENSG00000265669	6	132115192	132115263	29.17	miRNA
ENSG00000112530	6	162727132	163315492	39.59	protein_coding
ENSG00000201613	6	126590287	126590393	34.58	snRNA
ENSG00000220745	6	152959359	152959605	57.89	processed_pseudogene
ENSG00000207394	6	23124981	23125087	40.19	snRNA
ENSG00000206598	6	121354354	121354460	36.45	snRNA
ENSG00000237441	6	33291654	33299324	57.12	protein_coding
ENSG00000232422	6	72986313	72987750	52.71	processed_pseudogene
ENSG00000091831	6	151656691	152129619	39.66	protein_coding
ENSG00000204625	6	29975112	29978410	51.62	lincRNA
ENSG00000236355	6	38714051	38715217	42.33	lincRNA
ENSG00000013392	6	83193379	83198932	44.76	protein_coding
ENSG00000112576	6	41934933	42050357	47.06	protein_coding
ENSG00000172197	6	20102145	20212399	42.01	protein_coding
ENSG00000274750	6	26224199	26227473	42.63	protein_coding
ENSG00000220069	6	86086415	86087134	40.56	processed_pseudogene
ENSG00000280511	6	76561328	76562590	37.53	lincRNA
ENSG00000137269	6	53794497	53924121	39.72	protein_coding
ENSG00000095981	6	39314698	39322968	54.72	protein_coding
